,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
836,AAPL130622C00200000,AAPL,2013-06-22,call,200.0,A,231.6,,232.7,,0,183,2013-06-17,1.0,0.0,-0.5474,0.0,0.2612
837,AAPL130622P00200000,AAPL,2013-06-22,put,200.0,A,0.0,,0.01,,0,36,2013-06-17,0.0,0.0,0.0,0.0,0.2804
838,AAPL130622C00205000,AAPL,2013-06-22,call,205.0,A,226.5,,227.65,,0,23,2013-06-17,1.0,0.0,-0.5611,0.0,0.2612
839,AAPL130622P00205000,AAPL,2013-06-22,put,205.0,A,0.0,,0.02,,0,31,2013-06-17,0.0,0.0,0.0,0.0,0.2804
840,AAPL130622C00210000,AAPL,2013-06-22,call,210.0,A,221.5,,222.4,,0,26,2013-06-17,1.0,0.0,-0.5748,0.0,0.2612
841,AAPL130622P00210000,AAPL,2013-06-22,put,210.0,A,0.0,,0.02,,0,10,2013-06-17,0.0,0.0,0.0,0.0,0.2804
842,AAPL130622C00215000,AAPL,2013-06-22,call,215.0,A,216.5,,217.55,,0,13,2013-06-17,1.0,0.0,-0.5884,0.0,0.2612
843,AAPL130622P00215000,AAPL,2013-06-22,put,215.0,A,0.0,,0.02,,0,34,2013-06-17,0.0,0.0,0.0,0.0,0.2804
844,AAPL130622C00220000,AAPL,2013-06-22,call,220.0,A,211.55,,212.65,,0,13,2013-06-17,1.0,0.0,-0.6021,0.0,0.2612
845,AAPL130622P00220000,AAPL,2013-06-22,put,220.0,A,0.0,,0.02,,0,60,2013-06-17,0.0,0.0,0.0,0.0,0.2804
846,AAPL130622C00225000,AAPL,2013-06-22,call,225.0,A,206.2,,207.9,,0,0,2013-06-17,1.0,0.0,-0.6158,0.0,0.2612
847,AAPL130622P00225000,AAPL,2013-06-22,put,225.0,A,0.0,,0.02,,0,221,2013-06-17,0.0,0.0,0.0,0.0,0.2804
848,AAPL130622C00230000,AAPL,2013-06-22,call,230.0,A,201.2,,202.9,,0,1,2013-06-17,1.0,0.0,-0.6295,0.0,0.2612
849,AAPL130622P00230000,AAPL,2013-06-22,put,230.0,A,0.0,,0.02,,0,276,2013-06-17,0.0,0.0,0.0,0.0,0.2804
850,AAPL130622C00235000,AAPL,2013-06-22,call,235.0,A,196.2,,197.9,,0,17,2013-06-17,1.0,0.0,-0.6432,0.0,0.2612
851,AAPL130622P00235000,AAPL,2013-06-22,put,235.0,A,0.0,,0.01,,0,718,2013-06-17,0.0,0.0,0.0,0.0,0.2804
852,AAPL130622C00240000,AAPL,2013-06-22,call,240.0,A,191.6,,192.6,,0,1,2013-06-17,1.0,0.0,-0.6569,0.0,0.2612
853,AAPL130622P00240000,AAPL,2013-06-22,put,240.0,A,0.0,,0.02,,0,265,2013-06-17,0.0,0.0,0.0,0.0,0.2804
854,AAPL130622C00245000,AAPL,2013-06-22,call,245.0,A,186.2,,187.9,,0,0,2013-06-17,1.0,0.0,-0.6705,0.0,0.2612
855,AAPL130622P00245000,AAPL,2013-06-22,put,245.0,A,0.0,,0.02,,0,190,2013-06-17,0.0,0.0,0.0,0.0,0.2804
856,AAPL130622C00250000,AAPL,2013-06-22,call,250.0,A,181.55,,182.6,,0,13,2013-06-17,1.0,0.0,-0.6842,0.0,0.2612
857,AAPL130622P00250000,AAPL,2013-06-22,put,250.0,A,0.0,,0.01,,0,516,2013-06-17,0.0,0.0,0.0,0.0,0.2804
858,AAPL130622C00255000,AAPL,2013-06-22,call,255.0,A,176.65,,177.55,,0,17,2013-06-17,1.0,0.0,-0.6979,0.0,0.2612
859,AAPL130622P00255000,AAPL,2013-06-22,put,255.0,A,0.0,,0.02,,0,343,2013-06-17,0.0,0.0,0.0,0.0,0.2804
860,AAPL130622C00260000,AAPL,2013-06-22,call,260.0,A,171.2,,172.9,,0,0,2013-06-17,1.0,0.0,-0.7116,0.0,0.2612
861,AAPL130622P00260000,AAPL,2013-06-22,put,260.0,A,0.0,,0.02,,0,158,2013-06-17,0.0,0.0,0.0,0.0,0.2804
862,AAPL130622C00265000,AAPL,2013-06-22,call,265.0,A,166.2,,167.9,,0,2,2013-06-17,1.0,0.0,-0.7253,0.0,0.2612
